PLE Maps APPLICATION (PLEM)
v1: Tilman Hain; v2: Daniel Zuleeg; v3: Matthias Kastner, v4: Moritz Limbacher

Date of Measurement: 25.07.2025/10:26
User Name: the master of microscopy
File Name: HSI1

Spectrograph Settings
Slit Width (µm): 250.0
Grating: 1250 nm blaze
Filter: Empty
Central Wavelength (nm): 699.99

Detector Settings
Detector: CCD
Cooling Temperature (°C): -70
Exposure Time (s): 5.00
Horizontal Binning: 1x
Wavelength First Pixel (nm): 414.09
Wavelength Last Pixel (nm): 1024.00
Delta Wavelength (nm): 0.557

Nano Stage Settings
x-position: 140.000
y-position: 160.000
z-position: 130.000
switchUD: 1
switchLR: 1

Light Source Settings
NKT System: SuperK Varia (VIS)
Operation: 
Power Level: 0.0%
Short Wavelength (nm): 0
Long Wavelength (nm): 0

Background Measurement with Open Shutter
Readout Mode: Full Vertical Binning

Microscopy:
Laser Position  (x,y): (520,696)
magnification: 83.333


Power at Glass Plate (µW): 0.000008

WL           	BG           	PL           
 414.092	    1503	    1504
 414.653	    1508	    1500
 415.214	    1517	    1504
 415.774	    1514	    1512
 416.335	    1511	    1515
 416.896	    1506	    1519
 417.457	    1503	    1501
 418.017	    1503	    1517
 418.578	    1533	    1488
 419.139	    1495	    1517
 419.700	    1522	    1498
 420.260	    1505	    1511
 420.821	    1521	    1502
 421.382	    1511	    1505
 421.942	    1516	    1510
 422.503	    1504	    1508
 423.064	    1519	    1500
 423.625	    1494	    1506
 424.185	    1511	    1500
 424.746	    1519	    1512
 425.307	    1517	    1501
 425.867	    1513	    1508
 426.428	    1508	    1506
 426.989	    1523	    1499
 427.549	    1499	    1517
 428.110	    1515	    1495
 428.671	    1506	    1511
 429.232	    1507	    1500
 429.792	    1503	    1488
 430.353	    1514	    1487
 430.914	    1522	    1496
 431.474	    1492	    1529
 432.035	    1499	    1492
 432.596	    1517	    1504
 433.156	    1502	    1510
 433.717	    1530	    1521
 434.278	    1505	    1514
 434.838	    1517	    1499
 435.399	    1527	    1491
 435.960	    1501	    1523
 436.520	    1507	    1498
 437.081	    1519	    1515
 437.641	    1510	    1504
 438.202	    1507	    1514
 438.763	    1503	    1491
 439.323	    1516	    1498
 439.884	    1506	    1525
 440.445	    1501	    1513
 441.005	    1505	    1509
 441.566	    1513	    1517
 442.126	    1519	    1495
 442.687	    1510	    1513
 443.248	    1507	    1526
 443.808	    1514	    1496
 444.369	    1496	    1505
 444.929	    1515	    1487
 445.490	    1503	    1505
 446.051	    1501	    1500
 446.611	    1501	    1490
 447.172	    1509	    1510
 447.732	    1521	    1496
 448.293	    1492	    1508
 448.853	    1517	    1501
 449.414	    1507	    1511
 449.975	    1504	    1491
 450.535	    1520	    1515
 451.096	    1526	    1491
 451.656	    1500	    1499
 452.217	    1522	    1502
 452.777	    1518	    1530
 453.338	    1515	    1516
 453.898	    1498	    1499
 454.459	    1502	    1503
 455.019	    1529	    1494
 455.580	    1511	    1513
 456.140	    1520	    1503
 456.701	    1518	    1492
 457.261	    1504	    1512
 457.822	    1501	    1495
 458.382	    1504	    1502
 458.943	    1517	    1506
 459.503	    1497	    1504
 460.064	    1509	    1502
 460.624	    1507	    1501
 461.185	    1500	    1510
 461.745	    1511	    1506
 462.306	    1515	    1517
 462.866	    1512	    1497
 463.427	    1509	    1494
 463.987	    1506	    1519
 464.548	    1515	    1516
 465.108	    1510	    1498
 465.669	    1515	    1497
 466.229	    1525	    1508
 466.790	    1505	    1511
 467.350	    1517	    1519
 467.910	    1493	    1513
 468.471	    1511	    1510
 469.031	    1515	    1512
 469.592	    1503	    1504
 470.152	    1497	    1486
 470.713	    1508	    1512
 471.273	    1514	    1523
 471.833	    1513	    1492
 472.394	    1510	    1497
 472.954	    1511	    1512
 473.515	    1503	    1502
 474.075	    1508	    1507
 474.635	    1516	    1504
 475.196	    1508	    1503
 475.756	    1519	    1508
 476.316	    1506	    1520
 476.877	    1526	    1508
 477.437	    1489	    1522
 477.998	    1499	    1509
 478.558	    1519	    1494
 479.118	    1500	    1501
 479.679	    1517	    1507
 480.239	    1493	    1489
 480.799	    1505	    1511
 481.360	    1526	    1512
 481.920	    1508	    1508
 482.480	    1519	    1502
 483.041	    1513	    1507
 483.601	    1507	    1504
 484.161	    1516	    1517
 484.722	    1518	    1494
 485.282	    1500	    1508
 485.842	    1504	    1512
 486.402	    1504	    1514
 486.963	    1528	    1508
 487.523	    1519	    1501
 488.083	    1528	    1497
 488.644	    1497	    1513
 489.204	    1509	    1507
 489.764	    1531	    1516
 490.324	    1505	    1488
 490.885	    1532	    1505
 491.445	    1510	    1512
 492.005	    1511	    1524
 492.565	    1505	    1509
 493.126	    1497	    1507
 493.686	    1517	    1508
 494.246	    1496	    1497
 494.806	    1510	    1516
 495.367	    1527	    1507
 495.927	    1506	    1515
 496.487	    1502	    1510
 497.047	    1538	    1514
 497.607	    1535	    1564
 498.168	    1631	    1623
 498.728	    1673	    1692
 499.288	    1659	    1718
 499.848	    1713	    1742
 500.408	    1702	    1740
 500.969	    1702	    1787
 501.529	    1691	    1732
 502.089	    1594	    1640
 502.649	    1550	    1554
 503.209	    1511	    1548
 503.769	    1540	    1491
 504.330	    1499	    1516
 504.890	    1521	    1502
 505.450	    1518	    1507
 506.010	    1491	    1532
 506.570	    1513	    1514
 507.130	    1509	    1504
 507.690	    1509	    1516
 508.250	    1497	    1511
 508.811	    1493	    1520
 509.371	    1525	    1505
 509.931	    1496	    1507
 510.491	    1518	    1500
 511.051	    1522	    1506
 511.611	    1502	    1524
 512.171	    1523	    1492
 512.731	    1498	    1518
 513.291	    1513	    1522
 513.851	    1494	    1493
 514.411	    1517	    1521
 514.971	    1516	    1501
 515.531	    1499	    1508
 516.091	    1511	    1507
 516.652	    1501	    1526
 517.212	    1506	    1521
 517.772	    1506	    1502
 518.332	    1498	    1504
 518.892	    1525	    1499
 519.452	    1507	    1501
 520.012	    1507	    1507
 520.572	    1516	    1512
 521.132	    1508	    1520
 521.692	    1498	    1484
 522.252	    1515	    1520
 522.812	    1489	    1518
 523.372	    1526	    1514
 523.932	    1499	    1501
 524.492	    1510	    1505
 525.051	    1504	    1505
 525.611	    1514	    1523
 526.171	    1510	    1504
 526.731	    1508	    1497
 527.291	    1518	    1493
 527.851	    1499	    1493
 528.411	    1499	    1516
 528.971	    1513	    1514
 529.531	    1501	    1509
 530.091	    1510	    1512
 530.651	    1518	    1504
 531.211	    1518	    1514
 531.771	    1514	    1494
 532.330	    1493	    1503
 532.890	    1504	    1506
 533.450	    1511	    1513
 534.010	    1515	    1522
 534.570	    1518	    1511
 535.130	    1504	    1514
 535.690	    1502	    1494
 536.250	    1521	    1515
 536.809	    1504	    1514
 537.369	    1524	    1477
 537.929	    1510	    1508
 538.489	    1515	    1511
 539.049	    1506	    1515
 539.609	    1503	    1511
 540.168	    1517	    1509
 540.728	    1507	    1515
 541.288	    1507	    1515
 541.848	    1506	    1514
 542.407	    1515	    1520
 542.967	    1540	    1508
 543.527	    1504	    1513
 544.087	    1487	    1505
 544.647	    1504	    1502
 545.206	    1511	    1519
 545.766	    1510	    1511
 546.326	    1511	    1521
 546.886	    1524	    1513
 547.445	    1506	    1510
 548.005	    1518	    1539
 548.565	    1509	    1516
 549.125	    1521	    1522
 549.684	    1522	    1526
 550.244	    1515	    1506
 550.804	    1533	    1525
 551.363	    1517	    1517
 551.923	    1519	    1510
 552.483	    1509	    1513
 553.042	    1505	    1515
 553.602	    1513	    1524
 554.162	    1528	    1528
 554.721	    1507	    1513
 555.281	    1518	    1524
 555.841	    1515	    1520
 556.400	    1508	    1532
 556.960	    1539	    1502
 557.520	    1511	    1516
 558.079	    1513	    1525
 558.639	    1511	    1514
 559.198	    1489	    1518
 559.758	    1505	    1511
 560.318	    1516	    1508
 560.877	    1498	    1523
 561.437	    1518	    1518
 561.996	    1531	    1542
 562.556	    1504	    1515
 563.115	    1500	    1503
 563.675	    1504	    1525
 564.235	    1518	    1502
 564.794	    1526	    1516
 565.354	    1521	    1535
 565.913	    1511	    1528
 566.473	    1501	    1512
 567.032	    1511	    1517
 567.592	    1504	    1528
 568.151	    1526	    1512
 568.711	    1501	    1536
 569.270	    1501	    1513
 569.830	    1501	    1530
 570.389	    1520	    1523
 570.949	    1518	    1520
 571.508	    1525	    1530
 572.068	    1528	    1539
 572.627	    1505	    1541
 573.187	    1510	    1505
 573.746	    1512	    1513
 574.305	    1511	    1513
 574.865	    1503	    1524
 575.424	    1517	    1537
 575.984	    1498	    1555
 576.543	    1523	    1514
 577.103	    1509	    1536
 577.662	    1513	    1545
 578.221	    1509	    1539
 578.781	    1509	    1552
 579.340	    1522	    1534
 579.899	    1508	    1521
 580.459	    1512	    1541
 581.018	    1519	    1544
 581.578	    1520	    1544
 582.137	    1521	    1529
 582.696	    1516	    1541
 583.256	    1520	    1552
 583.815	    1520	    1529
 584.374	    1514	    1544
 584.934	    1517	    1535
 585.493	    1510	    1543
 586.052	    1502	    1546
 586.611	    1528	    1552
 587.171	    1519	    1553
 587.730	    1525	    1554
 588.289	    1510	    1556
 588.849	    1514	    1546
 589.408	    1520	    1537
 589.967	    1518	    1571
 590.526	    1518	    1542
 591.086	    1515	    1550
 591.645	    1509	    1562
 592.204	    1511	    1557
 592.763	    1492	    1571
 593.322	    1536	    1562
 593.882	    1507	    1544
 594.441	    1515	    1566
 595.000	    1513	    1555
 595.559	    1522	    1564
 596.118	    1524	    1575
 596.678	    1516	    1560
 597.237	    1513	    1577
 597.796	    1523	    1581
 598.355	    1505	    1595
 598.914	    1521	    1573
 599.473	    1509	    1597
 600.032	    1515	    1582
 600.592	    1517	    1575
 601.151	    1504	    1599
 601.710	    1530	    1598
 602.269	    1496	    1597
 602.828	    1517	    1578
 603.387	    1517	    1589
 603.946	    1513	    1613
 604.505	    1517	    1592
 605.064	    1504	    1601
 605.623	    1503	    1598
 606.182	    1516	    1608
 606.741	    1522	    1602
 607.300	    1528	    1599
 607.859	    1514	    1611
 608.419	    1511	    1610
 608.978	    1506	    1595
 609.536	    1508	    1603
 610.096	    1522	    1614
 610.654	    1520	    1613
 611.214	    1513	    1631
 611.772	    1492	    1616
 612.331	    1508	    1615
 612.890	    1525	    1632
 613.449	    1499	    1624
 614.008	    1526	    1619
 614.567	    1510	    1609
 615.126	    1506	    1633
 615.685	    1516	    1627
 616.244	    1516	    1631
 616.803	    1524	    1633
 617.362	    1510	    1630
 617.921	    1485	    1654
 618.480	    1517	    1639
 619.038	    1511	    1633
 619.597	    1502	    1642
 620.156	    1525	    1630
 620.715	    1497	    1653
 621.274	    1526	    1632
 621.833	    1511	    1657
 622.392	    1510	    1645
 622.950	    1517	    1665
 623.509	    1506	    1671
 624.068	    1517	    1661
 624.627	    1507	    1655
 625.186	    1512	    1681
 625.744	    1512	    1675
 626.303	    1517	    1662
 626.862	    1511	    1663
 627.421	    1510	    1707
 627.979	    1510	    1692
 628.538	    1518	    1694
