PLE Maps APPLICATION (PLEM)
v1: Tilman Hain; v2: Daniel Zuleeg; v3: Matthias Kastner, v4: Moritz Limbacher

Date of Measurement: 25.07.2025/10:26
User Name: the master of microscopy
File Name: HSI1

Spectrograph Settings
Slit Width (µm): 250.0
Grating: 1250 nm blaze
Filter: Empty
Central Wavelength (nm): 699.99

Detector Settings
Detector: CCD
Cooling Temperature (°C): -70
Exposure Time (s): 5.00
Horizontal Binning: 1x
Wavelength First Pixel (nm): 414.09
Wavelength Last Pixel (nm): 1024.00
Delta Wavelength (nm): 0.557

Nano Stage Settings
x-position: 145.000
y-position: 155.000
z-position: 130.000
switchUD: 1
switchLR: 1

Light Source Settings
NKT System: SuperK Varia (VIS)
Operation: 
Power Level: 0.0%
Short Wavelength (nm): 0
Long Wavelength (nm): 0

Background Measurement with Open Shutter
Readout Mode: Full Vertical Binning

Microscopy:
Laser Position  (x,y): (520,696)
magnification: 83.333


Power at Glass Plate (µW): 0.000017

WL           	BG           	PL           
 414.092	    1503	    1529
 414.653	    1508	    1518
 415.214	    1517	    1526
 415.774	    1514	    1531
 416.335	    1511	    1523
 416.896	    1506	    1508
 417.457	    1503	    1509
 418.017	    1503	    1509
 418.578	    1533	    1532
 419.139	    1495	    1526
 419.700	    1522	    1509
 420.260	    1505	    1532
 420.821	    1521	    1525
 421.382	    1511	    1531
 421.942	    1516	    1515
 422.503	    1504	    1523
 423.064	    1519	    1502
 423.625	    1494	    1522
 424.185	    1511	    1520
 424.746	    1519	    1515
 425.307	    1517	    1517
 425.867	    1513	    1515
 426.428	    1508	    1518
 426.989	    1523	    1527
 427.549	    1499	    1515
 428.110	    1515	    1514
 428.671	    1506	    1536
 429.232	    1507	    1512
 429.792	    1503	    1519
 430.353	    1514	    1520
 430.914	    1522	    1516
 431.474	    1492	    1541
 432.035	    1499	    1537
 432.596	    1517	    1535
 433.156	    1502	    1524
 433.717	    1530	    1524
 434.278	    1505	    1506
 434.838	    1517	    1520
 435.399	    1527	    1535
 435.960	    1501	    1520
 436.520	    1507	    1520
 437.081	    1519	    1512
 437.641	    1510	    1532
 438.202	    1507	    1522
 438.763	    1503	    1512
 439.323	    1516	    1523
 439.884	    1506	    1512
 440.445	    1501	    1533
 441.005	    1505	    1515
