PLE Maps APPLICATION (PLEM)
v1: Tilman Hain; v2: Daniel Zuleeg; v3: Matthias Kastner, v4: Moritz Limbacher

Date of Measurement: 25.07.2025/10:28
User Name: the master of microscopy
File Name: HSI1

Spectrograph Settings
Slit Width (µm): 250.0
Grating: 1250 nm blaze
Filter: Empty
Central Wavelength (nm): 699.99

Detector Settings
Detector: CCD
Cooling Temperature (°C): -70
Exposure Time (s): 5.00
Horizontal Binning: 1x
Wavelength First Pixel (nm): 414.09
Wavelength Last Pixel (nm): 1024.00
Delta Wavelength (nm): 0.557

Nano Stage Settings
x-position: 145.000
y-position: 170.000
z-position: 130.000
switchUD: 1
switchLR: 1

Light Source Settings
NKT System: SuperK Varia (VIS)
Operation: 
Power Level: 0.0%
Short Wavelength (nm): 0
Long Wavelength (nm): 0

Background Measurement with Open Shutter
Readout Mode: Full Vertical Binning

Microscopy:
Laser Position  (x,y): (520,696)
magnification: 83.333


Power at Glass Plate (µW): 0.000058

WL           	BG           	PL           
 414.092	    1503	    1489
 414.653	    1508	    1494
 415.214	    1517	    1505
 415.774	    1514	    1521
 416.335	    1511	    1512
 416.896	    1506	    1496
 417.457	    1503	    1518
 418.017	    1503	    1511
 418.578	    1533	    1514
 419.139	    1495	    1508
 419.700	    1522	    1510
 420.260	    1505	    1492
 420.821	    1521	    1523
 421.382	    1511	    1494
 421.942	    1516	    1518
 422.503	    1504	    1506
 423.064	    1519	    1504
 423.625	    1494	    1493
 424.185	    1511	    1511
 424.746	    1519	    1514
 425.307	    1517	    1504
 425.867	    1513	    1496
 426.428	    1508	    1493
 426.989	    1523	    1506
 427.549	    1499	    1518
 428.110	    1515	    1491
 428.671	    1506	    1510
 429.232	    1507	    1498
 429.792	    1503	    1509
 430.353	    1514	    1513
 430.914	    1522	    1491
 431.474	    1492	    1502
 432.035	    1499	    1503
 432.596	    1517	    1496
 433.156	    1502	    1522
 433.717	    1530	    1507
 434.278	    1505	    1512
 434.838	    1517	    1514
 435.399	    1527	    1488
 435.960	    1501	    1509
 436.520	    1507	    1500
 437.081	    1519	    1507
 437.641	    1510	    1500
 438.202	    1507	    1507
 438.763	    1503	    1509
 439.323	    1516	    1510
 439.884	    1506	    1503
 440.445	    1501	    1510
 441.005	    1505	    1510
 441.566	    1513	    1518
 442.126	    1519	    1511
 442.687	    1510	    1494
 443.248	    1507	    1515
 443.808	    1514	    1500
 444.369	    1496	    1514
 444.929	    1515	    1498
 445.490	    1503	    1513
 446.051	    1501	    1511
 446.611	    1501	    1498
 447.172	    1509	    1512
 447.732	    1521	    1503
 448.293	    1492	    1512
 448.853	    1517	    1497
 449.414	    1507	    1492
 449.975	    1504	    1534
 450.535	    1520	    1482
 451.096	    1526	    1509
 451.656	    1500	    1507
 452.217	    1522	    1528
 452.777	    1518	    1505
 453.338	    1515	    1491
 453.898	    1498	    1510
 454.459	    1502	    1503
 455.019	    1529	    1492
 455.580	    1511	    1509
 456.140	    1520	    1508
 456.701	    1518	    1503
 457.261	    1504	    1507
 457.822	    1501	    1508
 458.382	    1504	    1501
 458.943	    1517	    1504
 459.503	    1497	    1500
 460.064	    1509	    1508
 460.624	    1507	    1495
 461.185	    1500	    1514
 461.745	    1511	    1513
 462.306	    1515	    1498
 462.866	    1512	    1500
 463.427	    1509	    1512
 463.987	    1506	    1511
 464.548	    1515	    1502
 465.108	    1510	    1490
 465.669	    1515	    1497
 466.229	    1525	    1505
 466.790	    1505	    1514
 467.350	    1517	    1499
 467.910	    1493	    1502
 468.471	    1511	    1491
 469.031	    1515	    1501
 469.592	    1503	    1496
 470.152	    1497	    1499
 470.713	    1508	    1494
 471.273	    1514	    1494
 471.833	    1513	    1504
 472.394	    1510	    1514
 472.954	    1511	    1502
 473.515	    1503	    1518
 474.075	    1508	    1505
 474.635	    1516	    1499
 475.196	    1508	    1501
 475.756	    1519	    1499
 476.316	    1506	    1512
 476.877	    1526	    1514
 477.437	    1489	    1480
 477.998	    1499	    1513
 478.558	    1519	    1497
 479.118	    1500	    1508
 479.679	    1517	    1498
 480.239	    1493	    1516
 480.799	    1505	    1501
 481.360	    1526	    1500
 481.920	    1508	    1503
 482.480	    1519	    1503
 483.041	    1513	    1488
 483.601	    1507	    1503
 484.161	    1516	    1503
 484.722	    1518	    1503
 485.282	    1500	    1508
 485.842	    1504	    1519
 486.402	    1504	    1510
 486.963	    1528	    1511
 487.523	    1519	    1500
 488.083	    1528	    1496
 488.644	    1497	    1505
 489.204	    1509	    1523
 489.764	    1531	    1508
 490.324	    1505	    1497
 490.885	    1532	    1511
 491.445	    1510	    1515
 492.005	    1511	    1516
 492.565	    1505	    1501
 493.126	    1497	    1505
 493.686	    1517	    1505
 494.246	    1496	    1487
 494.806	    1510	    1502
 495.367	    1527	    1505
 495.927	    1506	    1523
 496.487	    1502	    1546
 497.047	    1538	    1992
 497.607	    1535	    1556
 498.168	    1631	    1659
 498.728	    1673	    1726
 499.288	    1659	    1715
 499.848	    1713	    1723
 500.408	    1702	    1757
 500.969	    1702	    1755
 501.529	    1691	    1723
 502.089	    1594	    1609
 502.649	    1550	    1556
 503.209	    1511	    1523
 503.769	    1540	    1538
 504.330	    1499	    1491
 504.890	    1521	    1495
 505.450	    1518	    1509
 506.010	    1491	    1514
 506.570	    1513	    1515
 507.130	    1509	    1510
 507.690	    1509	    1508
 508.250	    1497	    1504
 508.811	    1493	    1520
 509.371	    1525	    1508
 509.931	    1496	    1515
 510.491	    1518	    1499
 511.051	    1522	    1501
 511.611	    1502	    1512
 512.171	    1523	    1490
 512.731	    1498	    1497
 513.291	    1513	    1500
 513.851	    1494	    1499
 514.411	    1517	    1513
 514.971	    1516	    1511
 515.531	    1499	    1505
 516.091	    1511	    1510
 516.652	    1501	    1504
 517.212	    1506	    1526
 517.772	    1506	    1507
 518.332	    1498	    1501
 518.892	    1525	    1502
 519.452	    1507	    1499
 520.012	    1507	    1503
 520.572	    1516	    1489
 521.132	    1508	    1515
 521.692	    1498	    1519
 522.252	    1515	    1504
 522.812	    1489	    1513
 523.372	    1526	    1502
 523.932	    1499	    1510
 524.492	    1510	    1508
 525.051	    1504	    1502
 525.611	    1514	    1501
 526.171	    1510	    1515
 526.731	    1508	    1512
 527.291	    1518	    1498
 527.851	    1499	    1502
 528.411	    1499	    1529
 528.971	    1513	    1508
 529.531	    1501	    1495
 530.091	    1510	    1499
 530.651	    1518	    1531
 531.211	    1518	    1505
 531.771	    1514	    1513
 532.330	    1493	    1496
 532.890	    1504	    1505
 533.450	    1511	    1491
 534.010	    1515	    1509
 534.570	    1518	    1516
 535.130	    1504	    1507
 535.690	    1502	    1491
 536.250	    1521	    1504
 536.809	    1504	    1502
 537.369	    1524	    1521
 537.929	    1510	    1521
 538.489	    1515	    1493
 539.049	    1506	    1487
 539.609	    1503	    1502
 540.168	    1517	    1516
 540.728	    1507	    1518
 541.288	    1507	    1511
 541.848	    1506	    1508
 542.407	    1515	    1511
 542.967	    1540	    1507
 543.527	    1504	    1513
 544.087	    1487	    1499
 544.647	    1504	    1494
 545.206	    1511	    1514
 545.766	    1510	    1498
 546.326	    1511	    1544
 546.886	    1524	    1496
 547.445	    1506	    1497
 548.005	    1518	    1526
 548.565	    1509	    1525
 549.125	    1521	    1526
 549.684	    1522	    1512
 550.244	    1515	    1514
 550.804	    1533	    1526
 551.363	    1517	    1512
 551.923	    1519	    1496
 552.483	    1509	    1503
 553.042	    1505	    1507
 553.602	    1513	    1516
 554.162	    1528	    1523
 554.721	    1507	    1527
 555.281	    1518	    1504
