Title,Pixel Matrix
Units,Counts
xaxis,"[138.0, 139.0, 140.0, 141.0, 142.0, 143.0, 144.0, 145.0, 146.0, 147.0, 148.0, 149.0, 150.0, 151.0, 152.0, 153.0, 154.0, 155.0, 156.0, 157.0, 158.0, 159.0, 160.0, 161.0, 162.0, 163.0, 164.0, 165.0, 166.0, 167.0, 168.0, 169.0, 170.0, 171.0, 172.0, 173.0, 174.0, 175.0]"
yaxis,"[127.0, 128.0, 129.0, 130.0, 131.0, 132.0, 133.0, 134.0, 135.0, 136.0, 137.0, 138.0, 139.0, 140.0, 141.0, 142.0, 143.0, 144.0, 145.0, 146.0, 147.0, 148.0, 149.0, 150.0, 151.0, 152.0, 153.0, 154.0, 155.0]"
4210.0,13706.0,28850.5,51361.0,81581.5,116383.5,145932.0,170951.5,189896.5,201125.0,203193.0,197547.0,188572.0,181477.5,176122.5,173936.5,173811.5,172703.5,169851.5,163531.0,162093.5,155618.0,151540.0,143890.0,133464.0,119721.0,103566.5,84636.5,64619.5,45657.0,29547.0,15631.0,2693.0,-8220.0,-15039.0,-19669.0,-23532.0,-26030.5
326.0,9764.0,22713.0,42429.0,72111.5,101567.0,128493.0,146747.5,166280.5,173723.5,172928.5,168825.5,161024.0,150307.5,147756.0,145949.0,145662.0,145069.0,140505.0,135661.0,131885.5,129235.5,125645.0,118298.0,108469.5,96582.0,84518.0,68499.0,52636.0,38422.5,24122.0,11126.0,-473.0,-8399.0,-14975.0,-19591.0,-23293.0,-25176.0
-1531.0,6886.0,19123.0,40586.5,65760.0,88429.0,107708.5,123317.5,135258.5,140221.0,136483.5,132757.0,124450.5,118307.5,112786.5,111427.0,110496.0,107401.5,105292.0,101614.0,96401.0,92599.0,89702.5,84862.5,79801.0,70990.0,60835.0,52043.0,40081.0,28648.0,20008.0,10913.0,1542.0,-4920.0,-9955.0,-14282.0,-17224.5,-19425.0
-4326.5,1716.0,12399.0,29339.0,48535.0,65376.0,75717.0,87564.0,93856.0,95557.0,93807.5,91792.5,85037.0,80343.0,77823.5,74693.0,73207.0,70121.0,66559.0,62671.5,58838.5,56851.0,53535.5,49500.0,44750.5,39557.0,34450.0,31286.5,26493.0,19581.0,12497.0,6513.0,1947.0,-2082.0,-4393.5,-6919.0,-9168.0,-10894.0
-7656.0,-5925.0,-172.0,9255.0,22488.0,34639.5,46815.0,53042.5,55179.5,54283.0,53518.0,50856.0,47351.0,43007.0,39105.0,35733.0,32907.0,32142.0,29563.0,25989.0,23828.5,19479.5,18582.0,15969.5,12423.0,9529.0,7239.0,7336.0,4242.0,2464.0,1663.0,39.0,-2819.0,-2232.0,-3127.0,-4092.0,-3692.0,-1765.0
-11325.0,-15061.0,-14757.0,-10539.0,-3642.0,6491.0,16000.0,27497.0,32485.0,32551.0,32028.0,28212.7,20796.5,16797.0,12790.0,9254.0,5828.0,4291.0,3678.0,1240.0,305.0,-1782.0,-2214.0,-2653.0,-4306.0,-5284.0,-6576.0,-6960.0,-7338.5,-6058.0,-6212.0,-5794.5,-5486.0,-5486.0,-6165.0,-3372.0,-450.0,6930.0
-13670.0,-20404.0,-23474.0,-22788.0,-20160.0,-15047.0,-8440.0,-754.0,5612.0,8942.0,8351.0,5820.0,2027.0,-1561.0,-3896.0,-5412.0,-6010.5,-6125.0,-6530.0,-6593.0,-7679.0,-7362.0,-7493.0,-8764.0,-7386.0,-8456.0,-8940.0,-9383.5,-9586.0,-9968.0,-9808.0,-8599.0,-8151.5,-7202.0,-7005.0,-3103.0,1015.5,9431.0
-8207.0,-15104.0,-18515.0,-20475.0,-20145.5,-17141.0,-13283.0,-9429.0,-5979.0,-2828.0,-1031.5,-1640.0,-2919.0,-4254.0,-5321.0,-5893.0,-7283.0,-7558.0,-6510.0,-6617.0,-6997.0,-7516.0,-8396.0,-8895.0,-8144.0,-8831.0,-9479.0,-9240.0,-9604.0,-7253.5,-6505.0,-5862.0,-6220.0,-7591.0,-5017.0,-1928.0,3192.0,11588.0
-285.0,-2900.0,-6132.0,-7273.0,-8114.0,-7106.5,-5258.0,-3551.0,-2998.0,-2691.0,-2485.0,-2006.0,-2249.0,-1988.0,-3369.0,-3596.0,-3323.0,-3222.0,-3121.0,-3117.0,-3535.0,-3779.0,-4121.0,-4112.5,-4301.0,-3743.0,-4175.0,-3787.0,-3011.0,-1718.0,-472.0,-386.0,-925.0,-1169.5,52.0,3606.0,9131.0,18886.0
1986.0,2222.0,4050.0,5564.0,4937.0,6799.0,5702.5,4965.0,1407.0,-11.0,-722.0,-521.0,-233.0,-46.0,1195.0,1402.0,1403.0,1122.0,542.0,1648.0,1251.0,-169.0,-730.0,-194.0,-10.0,1499.0,2071.0,2690.0,2027.0,3227.0,4511.5,3884.0,3900.0,4219.0,5661.0,9319.5,17204.0,26156.0
-558.0,-1951.0,625.5,4199.0,7978.0,10264.0,10265.0,8890.0,4721.0,2891.0,1422.0,1049.0,1828.0,2437.5,2065.0,3670.0,3934.0,3820.0,3613.0,3224.0,3925.0,3730.0,2721.0,2108.0,2747.0,5421.0,7192.0,7489.5,6870.0,7432.0,8167.0,8228.5,6980.0,6978.0,8655.0,13361.5,21266.5,30583.0
-2696.0,-5532.0,-6123.0,-4335.0,-646.0,3863.0,5936.0,6560.0,4606.0,3150.0,2132.5,2829.0,4279.0,4748.0,4935.0,4715.0,5540.0,6065.0,5718.0,4267.0,4803.0,3978.0,3436.0,2371.0,2728.0,4027.0,8687.0,7805.5,7870.0,7237.0,8025.0,7805.5,7162.0,7118.0,8586.0,11894.0,18461.0,26813.0
-1961.0,-6528.0,-7653.0,-8306.0,-6881.0,-2949.0,-1220.0,106.0,-1485.5,-1823.0,-839.0,893.0,2497.0,3880.0,3534.0,2920.0,3180.0,3106.0,4007.5,3250.0,2661.0,2681.0,1403.0,553.0,266.0,1922.0,4310.0,5087.5,4088.0,1984.0,2708.0,3024.5,3409.0,3907.0,5043.0,7337.0,12060.0,19361.0
-1906.0,-6459.5,-7859.0,-7622.0,-7278.0,-4895.0,-4830.0,-3825.0,-4844.0,-5977.0,-4380.0,-1124.0,113.0,527.0,-285.5,-1039.0,25.0,802.0,902.0,-132.0,-242.0,-217.0,-1439.5,-2678.5,-3089.0,-2427.0,-894.0,1044.0,-66.0,-1440.0,-1702.0,-1295.0,-641.0,587.0,1688.0,3435.5,7314.0,11618.0
-3341.0,-6682.0,-6514.0,-5256.0,-4680.0,-5104.0,-3965.0,-4085.0,-5387.0,-4973.0,-3248.0,-988.0,-361.5,-880.0,-1785.0,-1704.0,-1493.0,-1748.0,-1340.0,-1400.5,-2154.0,-3742.0,-3109.0,-4209.0,-6268.0,-3581.0,-1351.0,-1351.0,-3427.0,-4021.0,-3863.5,-4163.0,-2309.0,-1225.0,-501.0,1730.0,4647.0,10170.5
-4827.0,-5143.0,-4687.0,-3363.0,-3056.0,-3629.0,-4973.0,-4560.0,-4939.0,-3793.0,-1628.0,-89.0,-683.0,-1936.0,-2907.5,-3128.0,-2824.0,-3341.0,-3825.0,-4051.0,-5437.0,-4782.0,-5478.0,-6927.0,-5390.0,-3314.0,-3052.0,-2846.0,-4015.0,-4588.0,-5058.0,-4069.0,-3055.5,-1980.0,-2722.0,-1761.0,1038.0,4598.0
-4195.0,-3605.0,-1909.0,-1840.0,-3401.5,-4812.5,-5064.0,-5319.5,-5703.0,-3088.5,-1292.0,-806.0,-1132.0,-1871.0,-2278.5,-1565.0,-2280.0,-2853.5,-3670.0,-3668.0,-4581.0,-5288.0,-6974.5,-5266.0,-4048.0,-1832.5,-1510.0,-3288.0,-5129.0,-5281.0,-3559.0,-4922.0,-4090.0,-2714.0,-1806.0,-3423.0,-1822.5,154.0
