PLE Maps APPLICATION (PLEM)
v1: Tilman Hain; v2: Daniel Zuleeg; v3: Matthias Kastner, v4: Moritz Limbacher

Date of Measurement: 11.12.2024/07:33
User Name: the master of microscopy
File Name: I03

Spectrograph Settings
Slit Width (µm): 250.0
Grating: 500 blz 300l/mm
Filter: Empty
Central Wavelength (nm): 599.98

Detector Settings
Detector: CCD
Cooling Temperature (°C): -70
Exposure Time (s): 2.00
Horizontal Binning: 1x
Wavelength First Pixel (nm): 458.55
Wavelength Last Pixel (nm): 1024.00
Delta Wavelength (nm): 0.275

Nano Stage Settings
x-position: 124.200
y-position: 150.000
z-position: 160.000
switchUD: 1
switchLR: 1

Light Source Settings
NKT System: SuperK Varia (VIS)
Operation: 
Power Level: 0.0%
Short Wavelength (nm): 0
Long Wavelength (nm): 0

Background Measurement with Open Shutter
Readout Mode: Full Vertical Binning

Microscopy:
Laser Position  (x,y): (520,696)
magnification: 83.333


Power at Glass Plate (µW): 0.000000

WL           	BG           	PL           
 458.550	    1502	    1544
 458.828	    1512	    1546
 459.105	    1519	    1538
 459.383	    1537	    1540
 459.661	    1527	    1538
 459.938	    1503	    1557
 460.216	    1513	    1543
 460.494	    1509	    1536
 460.771	    1527	    1525
 461.049	    1523	    1527
 461.327	    1515	    1537
 461.604	    1525	    1530
 461.882	    1513	    1529
 462.160	    1536	    1549
 462.437	    1502	    1549
 462.715	    1528	    1539
 462.992	    1530	    1534
 463.270	    1493	    1540
 463.548	    1513	    1547
 463.825	    1525	    1561
 464.103	    1530	    1541
 464.381	    1535	    1544
 464.658	    1521	    1550
 464.936	    1516	    1542
 465.213	    1513	    1560
 465.491	    1510	    1551
 465.769	    1535	    1521
 466.046	    1513	    1527
 466.324	    1531	    1552
 466.601	    1514	    1568
 466.879	    1520	    1553
 467.157	    1538	    1534
 467.434	    1514	    1529
 467.712	    1526	    1549
 467.989	    1514	    1559
 468.267	    1521	    1555
 468.544	    1543	    1561
 468.822	    1523	    1554
 469.100	    1526	    1544
 469.377	    1521	    1555
 469.655	    1531	    1551
 469.932	    1515	    1555
 470.210	    1513	    1532
 470.487	    1548	    1529
 470.765	    1526	    1562
 471.043	    1510	    1546
 471.320	    1528	    1552
 471.598	    1536	    1542
 471.875	    1532	    1554
 472.153	    1524	    1552
 472.430	    1510	    1546
 472.708	    1530	    1544
 472.985	    1519	    1555
 473.263	    1522	    1554
 473.540	    1510	    1545
 473.818	    1513	    1549
 474.095	    1538	    1555
 474.373	    1527	    1566
 474.651	    1537	    1528
 474.928	    1525	    1545
 475.206	    1528	    1545
 475.483	    1526	    1537
 475.761	    1534	    1568
 476.038	    1522	    1535
 476.316	    1529	    1550
 476.593	    1521	    1531
 476.871	    1517	    1555
 477.148	    1517	    1534
 477.426	    1504	    1549
 477.703	    1514	    1551
 477.981	    1528	    1536
 478.258	    1517	    1556
 478.535	    1525	    1540
 478.813	    1543	    1554
 479.090	    1512	    1549
 479.368	    1513	    1528
 479.645	    1525	    1548
 479.923	    1509	    1560
 480.200	    1495	    1548
 480.478	    1508	    1542
 480.755	    1518	    1510
 481.033	    1519	    1542
 481.310	    1529	    1552
 481.588	    1515	    1556
 481.865	    1519	    1566
 482.142	    1529	    1567
 482.420	    1519	    1566
 482.697	    1509	    1563
 482.975	    1512	    1574
 483.252	    1513	    1578
 483.530	    1516	    1574
 483.807	    1531	    1592
 484.085	    1504	    1594
 484.362	    1514	    1573
 484.639	    1514	    1605
 484.917	    1516	    1616
 485.194	    1527	    1624
 485.472	    1506	    1633
 485.749	    1504	    1631
 486.026	    1499	    1653
 486.304	    1516	    1650
 486.581	    1528	    1682
 486.859	    1521	    1657
 487.136	    1500	    1660
 487.413	    1495	    1648
 487.691	    1526	    1655
 487.968	    1533	    1652
 488.245	    1516	    1626
 488.523	    1510	    1626
 488.800	    1512	    1640
 489.078	    1529	    1626
 489.355	    1504	    1633
 489.632	    1506	    1629
 489.910	    1510	    1613
 490.187	    1517	    1643
 490.464	    1517	    1636
 490.742	    1526	    1655
 491.019	    1515	    1648
 491.296	    1510	    1628
 491.574	    1524	    1625
 491.851	    1516	    1607
 492.128	    1518	    1633
 492.406	    1520	    1612
 492.683	    1518	    1621
 492.960	    1520	    1606
 493.238	    1500	    1616
 493.515	    1512	    1605
 493.792	    1491	    1613
 494.070	    1522	    1593
 494.347	    1507	    1593
 494.624	    1505	    1603
 494.902	    1492	    1584
 495.179	    1496	    1598
 495.456	    1513	    1559
 495.733	    1509	    1590
 496.011	    1510	    1584
 496.288	    1513	    1575
 496.565	    1499	    1615
 496.843	    1511	    1589
 497.120	    1530	    1598
 497.397	    1523	    1567
 497.674	    1515	    1592
 497.952	    1487	    1570
 498.229	    1494	    1583
 498.506	    1497	    1594
 498.783	    1511	    1573
 499.061	    1512	    1579
 499.338	    1498	    1589
 499.615	    1507	    1565
 499.892	    1510	    1568
 500.170	    1503	    1564
 500.447	    1519	    1559
 500.724	    1515	    1555
 501.001	    1510	    1545
 501.279	    1524	    1560
 501.556	    1509	    1545
 501.833	    1523	    1554
 502.110	    1494	    1535
 502.388	    1503	    1544
 502.665	    1513	    1559
 502.942	    1514	    1525
 503.219	    1527	    1536
 503.496	    1509	    1524
 503.774	    1507	    1536
 504.051	    1517	    1535
 504.328	    1520	    1532
 504.605	    1529	    1534
 504.882	    1488	    1524
 505.159	    1517	    1520
 505.437	    1523	    1534
 505.714	    1493	    1524
 505.991	    1512	    1511
 506.268	    1511	    1525
 506.545	    1507	    1539
 506.822	    1493	    1528
 507.100	    1508	    1521
 507.377	    1521	    1523
 507.654	    1490	    1523
 507.931	    1518	    1516
 508.208	    1509	    1539
 508.485	    1516	    1540
 508.762	    1507	    1526
 509.040	    1510	    1517
 509.317	    1486	    1527
 509.594	    1503	    1536
 509.871	    1506	    1521
 510.148	    1520	    1504
 510.425	    1512	    1526
 510.702	    1519	    1512
 510.979	    1519	    1538
 511.257	    1504	    1505
 511.534	    1515	    1513
 511.811	    1495	    1536
 512.088	    1513	    1522
 512.365	    1514	    1519
 512.642	    1511	    1520
 512.919	    1504	    1516
 513.196	    1492	    1536
 513.473	    1516	    1527
 513.750	    1517	    1530
 514.027	    1512	    1498
 514.304	    1534	    1529
 514.581	    1504	    1527
 514.859	    1509	    1523
 515.136	    1508	    1533
 515.413	    1511	    1510
 515.690	    1521	    1520
